1,GA, 3386, 6772, 40631 
2,GA, 4384, 8768, 52610 
3,GA, 4652, 9305, 55829 
4,GA, 5674, 11348, 68085 
5,GA, 6349, 12698, 76185 
6,GA, 7024, 14048, 84285 
7,GA, 7699, 15398, 92385 
8,GA, 8374, 16748, 100485 
9,GA, 9049, 18098, 108585 
10,GA, 9724, 19448, 116685 
